#Position (bp)	Coverage	Std
3882144.5	14.127543568708425	7.186024668665661
1.16464325E7	14.094167681569772	6.056010555559522
1.94107205E7	14.532370901233957	5.745340858443859
2.71750085E7	14.233477944146328	6.208021337785934
3.49392965E7	13.912560430524989	5.334808844064173
4.27035845E7	13.93293177687381	5.41157648764624
5.04678725E7	14.23865073011202	6.189368286057246
5.82321605E7	14.595693513687282	4.693919446425281
6.59964485E7	14.309135750760404	6.33569964165483
7.37607365E7	14.184576744190839	6.003601588945666
8.15250245E7	14.136297751963863	5.839079851649108
8.92893125E7	14.119028299826075	6.042124867473551
9.70536005E7	14.463560084324538	4.407532137523662
1.048178885E8	14.016218615280629	5.780322900301923
1.125821765E8	14.017937897203195	5.682488548671325
1.203464645E8	21.44037985195809	46.97673190954556
1.281107525E8	2.9779361610491524	15.172383821098286
1.358750405E8	0.0	0.0
1.436393285E8	21.132528056661474	177.14553338246247
1.514036165E8	13.915363005596907	5.829431271338751
1.591679045E8	14.074131588112136	6.219015916765279
1.669321925E8	14.347438554571907	6.439794867030534
1.746964805E8	14.543186316633284	4.507370629275475
1.824607685E8	14.239908669024127	6.164809552248282
1.902250565E8	14.16538618866276	6.108991438167365
1.979893445E8	14.160322363106571	6.285403531281341
2.057536325E8	14.664180540443631	4.965690781720325
2.135179205E8	14.399736588853994	6.453430405964916
2.212822085E8	14.672298477336234	4.804966662651737
2.290464965E8	14.465892687133708	7.310123085249764
2.368107845E8	13.894144060601565	5.778875284379502
2.445750725E8	14.175738329129471	6.1127848424975335
2.487068195E8	13.418889196043317	8.166716357669943
2.525889635E8	14.403067026635075	6.38100148330745
2.601036485E8	14.44456503931848	6.562779542568594
2.678679365E8	14.441348131341856	6.540705560362336
2.756322245E8	14.153968528730516	6.059802885509976
2.833965125E8	14.155591600929796	18.25279176860637
2.911608005E8	14.364285817321562	6.352062735938805
2.989250885E8	14.511106105286151	4.420643576315969
3.066893765E8	14.442091792576473	4.983799302198895
3.144536645E8	14.427216764756794	6.762658982159355
3.222179525E8	14.41672063169218	6.682886059149026
3.299822405E8	14.08409966245456	5.867108423698166
3.377465285E8	15.380298489700536	19.189206626505698
3.455108165E8	11.88909079621982	8.755618595528478
3.532751045E8	14.415375627488316	6.644034937613721
3.610393925E8	14.314925721457008	6.609792612504395
3.688036805E8	14.574715543781993	4.452461700484845
3.765679685E8	14.63659294966905	4.73697741127946
3.843322565E8	14.579484429222616	4.810806846584706
3.920965445E8	14.202120786864166	6.036782694237377
3.998608325E8	14.266017824171385	6.2727112253654855
4.076251205E8	14.677943296281642	4.972270319775915
4.153894085E8	14.729241238861825	4.9833867840129065
4.231536965E8	14.120283920431596	5.8944470696891536
4.309179845E8	14.285327257309364	6.2686692593104
4.386822725E8	14.179542412646208	6.000534410265773
4.464465605E8	14.078219921775185	5.886957363606005
4.542108485E8	13.844442658489742	5.227367204386555
4.619751365E8	14.808948740695863	5.108002310953159
4.697394245E8	14.56195043254449	4.516132969133844
4.775037125E8	14.425714630884377	6.572845503168557
4.852680005E8	14.73662736364236	5.02581265286506
4.90150048E8	14.424632477034034	6.907245508805233
4.94032192E8	14.163223020424562	6.278682306625635
5.007965765E8	14.454696811864784	4.1360425118025175
5.085608645E8	14.515171127088538	4.279803398343589
5.163251525E8	14.445351846814544	4.1735871283484505
5.240894405E8	14.083058485208173	5.764825430180232
5.318537285E8	14.314462188934774	6.334874233406686
5.396180165E8	13.843796494926515	5.2514977068111754
5.473823045E8	14.308613359009867	6.254771571827168
5.551465925E8	14.553555973194193	4.417808428455625
5.629108805E8	14.641590188308315	4.698906035899598
5.706751685E8	14.486899893460933	4.7961572972211055
5.784394565E8	14.023325126528022	6.910855939916832
5.862037445E8	13.387873814057388	16.53970992483151
5.939680325E8	13.730061146624134	4.924692201905131
6.017323205E8	14.25743738511503	6.184462983365333
6.094966085E8	14.342886817181434	6.43052112784099
6.172608965E8	14.64907007571074	4.7764324948200425
6.250251845E8	14.364658291912923	6.492767030128089
6.327894725E8	14.33703116113158	6.36134051059159
6.405537605E8	14.365372201546363	6.538529746147238
6.483180485E8	14.602957025808418	4.5791251690485835
6.560823365E8	13.840665493088355	5.245532574650945
6.638466245E8	14.049167290033548	5.805392692952511
6.716109125E8	14.47300821401782	4.21175473219386
6.793752005E8	13.823830723435298	5.177722089495154
6.863514275E8	14.307586771266317	8.877097116747258
6.902335715E8	14.703617486463612	6.4972401831509154
