#Position (bp)	Coverage	Std
3896616.0	23.134210059986675	9.208450502677985
1.1689847E7	24.294057753452964	6.799866262339148
1.9483078E7	24.586943207509183	7.867393601456004
2.7276309E7	23.194504692597974	5.682892147357937
3.506954E7	24.716574550401496	7.689383440949729
4.2862771E7	25.249007247443327	5.999595564891278
5.0656002E7	27.137332384988973	9.49441869545351
5.8449233E7	29.047831252531843	9.064049455038484
6.6242464E7	30.27585323725166	6.545887145161856
7.4035695E7	31.25132259007849	6.813770460507097
8.1828926E7	31.18571013742567	9.843995344227311
8.9622157E7	30.05972901355035	9.537313950594454
9.7415388E7	30.948336832309987	9.031683122023418
1.05208619E8	30.489116003362405	9.240816932819964
1.1300185E8	27.753462588238435	8.366655408455378
1.20795081E8	28.48673894049849	20.611063148253976
1.28588312E8	24.733975420464247	27.777222688153515
1.36381543E8	26.805522125547157	39.955721524102856
1.44174774E8	26.355356462550642	15.553310003080222
1.51968005E8	25.001668370923433	8.959965315460261
1.59761236E8	28.27665611349131	7.481477211369302
1.67554467E8	29.587182646068108	7.77719424288935
1.75347698E8	29.506511997398768	7.66889575318639
1.83140929E8	29.076843096271624	9.449462098437587
1.9093416E8	32.546513891350074	7.728760205478693
1.98727391E8	29.241013900396382	7.401413508975146
2.06520622E8	27.06538931028735	9.075676992493776
2.14313853E8	29.867110316632473	9.09463401258093
2.22107084E8	28.472849707650138	7.55811685445437
2.29900315E8	27.139369537487084	11.082174355920968
2.37693546E8	28.761538186151547	8.548950432975477
2.44988745E8	27.87253866206318	9.881726251605457
2.488853605E8	27.380578958781765	7.417191109407991
2.53280008E8	28.429925662411392	7.044927537489553
2.61073239E8	28.149270437383418	9.57824703009746
2.6886647E8	29.774466713485076	8.827627828057883
2.76659701E8	26.573419933272863	7.604602192071925
2.84452932E8	29.2615333742834	6.772666030903186
2.92246163E8	27.78591138899899	8.668599596523231
3.00039394E8	30.59520037324699	7.9814477917697815
3.07832625E8	29.803304945022163	8.856960816904387
3.15625856E8	28.688886162876475	8.10208431303082
3.23419087E8	29.822209171010073	9.018181339826604
3.31212318E8	30.328298493910935	7.475678227897402
3.39005549E8	29.653365850441237	16.881094630127016
3.4679878E8	27.844676617438903	10.41989083591339
3.54592011E8	29.71114547996845	8.306024594569779
3.62385242E8	29.647053705966112	9.614044291867454
3.70178473E8	29.133454789162545	10.035847086990115
3.77971704E8	28.031346690480497	9.833635820836284
3.85764935E8	30.341015427362542	6.980449960775268
3.93558166E8	31.70090492633928	8.27051089592815
4.01351397E8	30.778428869874382	8.494041998510415
4.09144628E8	30.68996517618944	8.432347030099333
4.16937859E8	30.38945464339502	7.0543325372488
4.2473109E8	29.823082877948824	8.526183111073012
4.32524321E8	31.87461464955934	8.963356738729615
4.40317552E8	31.9591024569912	9.376600114677942
4.48110783E8	29.389943015932673	7.490662595789035
4.55904014E8	29.970003840512362	9.413654258607837
4.63697245E8	29.888124835514308	8.991080236122668
4.71490476E8	29.00855550156283	9.15866846565412
4.79283707E8	27.203236116060207	6.525503388327498
4.87076938E8	26.711727138589886	60.50702451379891
4.91028817E8	24.02282700154713	10.558166481033648
4.949254325E8	31.082764740122748	9.61097594521854
5.026634E8	25.981526789081446	8.925044647739183
5.10456631E8	31.186883463354288	6.152167139199952
5.18249862E8	30.733662969825993	8.390435455118993
5.26043093E8	29.068140287385297	9.46984114104553
5.33836324E8	28.277748984984534	6.330628845055233
5.41629555E8	24.28970230704056	6.708313594101291
5.49422786E8	28.820939607718543	8.628002857653545
5.57216017E8	29.897315247039387	8.806878460798542
5.65009248E8	30.386685573672846	7.429832607863156
5.72802479E8	32.571209040255575	7.987021495769207
5.8059571E8	33.72764569663083	36.00669848102879
5.88388941E8	25.899332510482495	20.28879948969969
5.96182172E8	31.346511222367205	6.745300636483982
6.03975403E8	30.920342794920362	8.953650309910566
6.11768634E8	30.514256923732916	7.50134350081724
6.19561865E8	26.552690276985246	63.531667056506684
6.27355096E8	28.8949212463996	9.071879303021396
6.35148327E8	29.285012981137093	6.639496826709424
6.42941558E8	30.789593173871015	8.451985548000359
6.50734789E8	30.283373609739016	6.66277402595381
6.5852802E8	32.01802205016122	9.545836860039385
6.66321251E8	30.700897099033764	8.30337451996265
6.74114482E8	29.618082538551725	7.933641288139642
6.81907713E8	28.587893391072328	7.733892764266462
6.889971785E8	30.24007313215466	192.8104675096491
6.92893794E8	23.40362947601154	7.879060566146417
6.97494175E8	24.425071321509655	7.111983955931927
7.05287406E8	30.16049710319122	10.092492147913385
7.13080637E8	30.926714478244005	9.066544927126332
7.20873868E8	31.249846565564397	6.922857595146139
7.28667099E8	30.418008397287338	7.651227695688116
7.3646033E8	30.642169980589564	8.180977641306072
7.44253561E8	22.79361012139894	93.24334860860834
7.52046792E8	29.88863399532235	9.0553171493339
7.59840023E8	32.404504883789535	7.290722368526199
7.67633254E8	30.98779658911689	10.133066349249596
7.75426485E8	29.71356309084127	8.1592361660909
7.83219716E8	31.460957335923958	7.361780158691874
7.91012947E8	31.87233908503418	8.973958954673305
7.98806178E8	31.48748818044788	7.395562573099675
8.06599409E8	30.449382547495386	7.131761965127396
8.1439264E8	32.115629833120565	9.919244306915713
8.22185871E8	31.2187490656956	6.2589500931484725
8.29979102E8	33.02748628906291	9.583995839728482
8.37772333E8	30.504206791765828	7.522869686222708
8.45565564E8	30.766846382456777	57.103641716123406
8.53358795E8	31.611772062190894	7.852779396334056
8.61152026E8	31.341721681289826	6.8460780725217845
8.68945257E8	31.380037624959403	7.089737134275304
8.76738488E8	30.23676110717108	6.857177218187106
8.832000385E8	28.334765598348497	7.387507061360562
8.87096654E8	24.677680945241747	10.219555271860045
8.9232495E8	29.56794569543749	7.717833711899208
9.00118181E8	29.966222866998297	9.902099072020626
9.07911412E8	32.34095088417115	7.332419556106641
9.15704643E8	31.638071552094374	8.553401179760357
9.23497874E8	29.886128359341587	9.080895074162855
9.31291105E8	26.44391382726882	33.62714687973176
9.39084336E8	40.94171570174168	153.1057491012594
9.46877567E8	30.275092192185756	6.8238720965682
9.54670798E8	29.689776550958133	13.961551479530629
9.62464029E8	28.974134733077975	8.809347465255497
9.7025726E8	31.42632394702531	7.211342271681585
9.78050491E8	32.27035731393051	6.614187215231951
9.85843722E8	31.473569178175264	7.396870145053251
9.93636953E8	31.82278621023809	8.775069584770831
1.001430184E9	31.173078406119362	9.901524021289209
1.009223415E9	30.915252608321246	9.057424047833724
1.017016646E9	29.117337725521033	9.677537054377044
1.024809877E9	26.552904052247392	7.099583079279718
1.032603108E9	29.65637127912672	7.933020686360109
1.040396339E9	28.160613357925616	9.516064386979666
1.04818957E9	31.22883166173311	6.471988425740659
1.055982801E9	28.550109447544926	7.845761491566123
1.063776032E9	24.709285660851066	8.142242496404714
1.06774153E9	34.21167205023046	15.154858691253924
1.0716381455E9	27.847725533625255	8.427840451323016
